Customer Number,Service Level, Campaign Period Sales , Date of Last Transaction ,Date of First Purchase,Number of Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
19444259,Premier, $ 175.97 ,10/7/2013,6/21/2010,15,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
26509514,Premier, $ 253.00 ,8/10/2011,4/15/1992,19,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
8068714,Premier, $ 236.40 ,3/6/2013,9/1/1990,21,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,Y,N,N,N,N,N,Y,Y,1-5,English
14065113,Standard, $ 170.49 ,1/9/2015,7/9/2003,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
32959577,Standard," $ 2,078.27 ",2/11/2015,2/1/1992,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,N,N, ,
15214120,Premier, $ 232.64 ,3/6/2012,2/15/1991,13,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,Y,N,Y,1-5,English
20640048,Premier, $ 263.03 ,4/30/2011,12/1/1991,14,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
33781038,Standard, $ 240.25 ,12/19/2011,11/15/1991,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
13574171,Standard, $ 185.56 ,7/1/2013,6/14/2006,22,FALSE,FALSE,FALSE,NOTICE,WEB,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
6610705,Premier, $ 326.82 ,4/14/2012,3/15/1991,15,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
1318454,Premier, $ 453.31 ,10/16/2014,10/9/2002,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N,11-50,
20143640,Standard, $ 636.53 ,7/25/2011,6/21/2001,5,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,11-50,English
52657045,Premier," $ 5,636.17 ",1/22/2006,11/15/1991,11,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
11190329,Standard, $ 238.04 ,1/11/2012,10/15/1991,18,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
1701523,Standard," $ 2,137.67 ",11/27/2013,8/1/1992,1,FALSE,FALSE,FALSE,NOTICE,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
10517478,Premier," $ 3,417.17 ",1/14/2011,3/15/1991,4,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
31852772,Standard, $ 407.00 ,4/23/2012,8/20/2003,13,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,6-10,English
24062121,Premier," $ 4,647.50 ",9/7/2010,5/3/2006,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,Y,N, ,
15820406,Standard, $ 360.46 ,8/17/2011,6/1/1992,18,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
22896962,Premier, $ 316.21 ,7/12/2013,6/1/1992,21,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,Y,N,N,N,N,N,N,Y,6-10,English
52339004,Standard," $ 3,723.50 ",5/8/2010,12/1/1992,3,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
31777105,Standard," $ 3,871.33 ",1/7/2010,2/15/1992,7,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
14288952,Standard, $ 324.70 ,10/19/2013,7/12/2017,22,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
33294331,Premier," $ 3,513.83 ",10/27/2010,11/1/1985,1,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
10515191,Standard, $ 167.83 ,5/29/2015,11/1/1981,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
29360685,Standard, $ 350.69 ,10/13/2013,6/1/1992,23,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
11490338,Premier, $ 291.13 ,4/22/2014,2/15/1991,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,Y,N,N,N,N,N,N,N,Y,6-10,English
23449950,Premier, $ 183.18 ,2/8/2015,6/1/1992,25,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
13022890,Premier, $ 327.81 ,2/8/2014,2/1/1992,16,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,11-50,English
28127981,Standard, $ 385.12 ,2/22/2011,6/1/1992,13,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,Y,N,N,N,N,N,Y,N,Y,6-10,English
25287475,Standard, $ 493.43 ,4/2/2011,8/1/1992,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
25508526,Standard, $ 414.16 ,2/3/2007,4/1/1991,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
8744253,Premier, $ 502.29 ,8/29/2011,3/21/2012,20,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
31318180,Premier," $ 2,778.83 ",6/20/2012,1/15/1985,2,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
53042521,Standard," $ 2,919.50 ",2/25/2012,4/1/1991,8,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
18044932,Premier, $ 192.07 ,4/25/2013,4/15/1992,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
4449971,Premier, $ 363.77 ,7/25/2011,12/1/1992,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
25393867,Premier, $ 520.97 ,6/23/2008,3/15/1991,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
8677853,Premier, $ 262.95 ,7/16/2013,3/15/1992,9,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
20260523,Premier, $ 292.96 ,4/12/2014,5/29/2007,17,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
32108530,Premier, $ 206.72 ,11/26/2012,8/1/1992,17,TRUE,TRUE,TRUE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
9946468,Premier, $ 392.98 ,6/18/2014,2/15/1992,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
1224495,Standard, $ 445.12 ,12/25/2011,7/15/1991,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
16565357,Premier," $ 3,163.83 ",8/9/2011,4/15/1992,4,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
56627587,Premier," $ 1,978.67 ",4/6/2014,12/15/1986,1,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,N, ,
52506588,Premier," $ 2,181.33 ",10/22/2013,5/1/1992,3,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
31126842,Premier, $ 255.67 ,7/14/2011,8/1/1990,20,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
8342750,Premier, $ 509.85 ,1/2/2011,6/1/1992,20,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
21553135,Standard," $ 4,822.57 ",5/19/2010,8/1/1992,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
858268,Premier, $ 326.24 ,1/29/2011,3/15/1991,14,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,Y,N,N,N,N,N,Y,Y,1-5,English
4564223,Standard," $ 1,098.83 ",3/27/2016,3/20/2014,8,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
17559155,Premier, $ 515.92 ,6/21/2011,6/3/2010,1,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
9581300,Premier, $ 379.74 ,4/7/2014,5/1/1992,8,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,Y,N,N,N,N,N,N,Y,11-50,English
22633915,Premier, $ 304.69 ,9/20/2012,9/29/2008,4,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
20056695,Standard, $ 192.48 ,4/21/2013,10/1/1991,18,FALSE,TRUE,FALSE,NOTICE,SPRINT,TRUE,N,N,N,N,N,N,N,N,Y,1-5,Chinese
18589163,Premier," $ 2,292.33 ",7/23/2013,2/1/1992,3,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
15797408,Premier, $ 123.31 ,4/12/2016,9/15/1991,13,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
16400988,Standard," $ 5,548.62 ",2/16/2009,8/18/2017,1,FALSE,FALSE,FALSE,AUTO RENEW,MAIL,TRUE,Y,N,N,N,N,N,N,N,N, ,
31450036,Premier, $ 712.97 ,9/15/2010,10/1/1996,23,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
1702082,Premier," $ 2,732.25 ",10/22/2012,3/5/2015,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,500+,Spanish
31422707,Premier, $ 624.27 ,9/13/2011,5/1/1992,21,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,
24672033,Standard, $ 358.82 ,4/13/2013,7/15/1991,19,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
32294704,Premier, $ 579.80 ,3/13/2012,6/1/1992,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
7119359,Premier, $ 347.12 ,11/21/2011,4/15/1992,15,FALSE,FALSE,FALSE,NOTICE,,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
30031874,Premier, $ 368.51 ,7/14/2013,10/1/1992,18,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,Y,N,N,N,N,N,N,N,Y,11-50,English
16261286,Premier, $ 416.69 ,11/10/2012,9/1/1992,19,FALSE,FALSE,FALSE,NOTICE,PHONE,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
8635583,Premier, $ 215.47 ,6/21/2014,8/1/1992,21,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
31191072,Premier," $ 3,584.83 ",8/30/2010,8/1/1992,4,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
19991894,Premier, $ 427.16 ,4/26/2010,11/1/1983,20,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,Spanish
2941933,Standard, $ 270.90 ,11/9/2012,3/30/2010,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
18417584,Standard," $ 1,113.67 ",6/15/2012,11/12/2008,19,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
13807437,Premier, $ 250.93 ,9/1/2011,2/15/1992,16,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
13128827,Premier, $ 426.50 ,4/5/2012,5/1/1992,19,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
19484045,Standard, $ 474.83 ,7/14/2011,10/1/1992,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
18564255,Standard, $ 306.52 ,2/9/2010,2/15/1992,22,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
7001102,Premier, $ 458.93 ,7/21/2013,2/15/1992,8,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
7665625,Standard, $ 387.75 ,2/3/2011,5/15/1991,20,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
21449699,Standard, $ 368.90 ,7/25/2014,2/1/1991,12,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
23616126,Premier, $ 333.31 ,2/28/2012,12/1/1991,19,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
11824696,Premier, $ 446.13 ,6/12/2012,4/15/1988,11,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
33292756,Premier, $ 544.93 ,1/23/2011,5/1/1991,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
52447915,Premier," $ 1,943.80 ",1/25/2015,7/15/1990,6,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,Y,N,N,N,N,N,N,N, ,
11196805,Premier, $ 330.42 ,9/17/2013,12/1/1991,11,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,Y,N,Y,6-10,German
31155423,Standard, $ 272.32 ,10/29/2012,5/1/1991,12,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
12598114,Standard, $ 197.86 ,6/7/2014,2/15/1992,18,FALSE,TRUE,FALSE,AUTO RENEW,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
3266780,Standard, $ 154.53 ,9/1/2015,10/1/1992,23,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
29301244,Standard, $ 584.37 ,2/24/2012,7/1/1991,23,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,Y,N,N,N,N,N,Y,N,Y,51-100,English
13552004,Premier, $ 410.06 ,8/27/2010,3/15/1991,14,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
10750455,Premier, $ 550.97 ,7/9/2012,1/1/1991,19,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,
1785136,Standard, $ 574.86 ,9/28/2013,12/1/1992,21,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
55084015,Standard," $ 2,626.20 ",10/16/2013,5/1/1992,8,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,Y,N,N,N,N,N,N,N, ,
53229990,Premier," $ 3,353.83 ",3/7/2011,5/1/1992,6,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
31881280,Premier," $ 2,995.42 ",7/13/2013,7/15/1991,5,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
21792232,Premier, $ 348.76 ,6/10/2015,10/1/1992,20,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,Y,N,N,N,N,N,N,Y,51-100,English
8745089,Standard," $ 1,620.13 ",2/27/2014,4/1/1991,19,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,500+,English
14427339,Standard, $ 636.03 ,11/4/2011,3/1/1991,16,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
31664006,Premier, $ 267.39 ,6/14/2013,10/1/1992,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,Y,Y,6-10,English
9597305,Premier," $ 1,428.33 ",7/1/2015,1/1/1991,6,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
11288412,Standard, $ 651.60 ,5/24/2011,7/1/1991,10,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
26926935,Standard," $ 1,273.73 ",2/17/2015,11/15/1991,2,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y, ,English
20420826,Premier, $ 415.77 ,1/14/2014,4/15/1992,10,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,Y,Y,51-100,English
5217775,Premier, $ 379.63 ,8/10/2014,10/1/1992,5,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,Y,N,N,N,N,N,N,N,Y,11-50,English
13072242,Standard, $ 289.94 ,1/4/2013,1/1/1991,20,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
53020847,Standard," $ 2,783.00 ",6/16/2012,5/1/1992,5,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
12638077,Standard, $ 228.80 ,3/18/2014,10/30/2000,22,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
108076594,Standard," $ 2,271.17 ",8/9/2013,2/15/1992,4,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
1527789,Standard, $ 197.72 ,2/26/2013,4/1/1992,11,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
25237269,Standard, $ 185.77 ,1/20/2015,2/15/1992,18,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
19878110,Standard, $ 248.49 ,9/26/2011,3/30/2004,23,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
17258182,Standard," $ 2,728.33 ",7/31/2012,12/1/1992,8,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
29915198,Standard, $ 440.66 ,1/18/2012,3/21/2011,20,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
27768487,Premier," $ 1,888.68 ",6/11/2015,1/1/1991,8,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,Y,N,N, ,
24978359,Standard, $ 353.27 ,1/30/2011,6/17/2014,22,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,
356828,Premier, $ 326.70 ,4/15/2012,3/1/1991,4,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
16713024,Premier," $ 1,837.83 ",7/30/2014,4/9/2009,1,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
13781189,Premier, $ 113.00 ,7/14/2015,2/15/1992,4,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
7704542,Premier, $ 465.01 ,3/7/2012,3/1/1991,4,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
22324327,Premier, $ 639.18 ,2/27/2006,11/15/1991,20,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
22091217,Premier, $ 225.00 ,3/3/2015,12/15/1991,19,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N,6-10,
772832,Standard," $ 2,930.00 ",2/17/2012,11/15/1991,12,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
8703705,Premier, $ 726.41 ,11/13/2010,8/1/1992,18,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
18994888,Standard, $ 159.60 ,7/27/2015,5/1/1992,22,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,
14705156,Standard, $ 153.99 ,5/17/2016,12/1/1991,13,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
28394392,Standard," $ 2,524.00 ",1/14/2013,8/7/2012,5,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
21165525,Standard, $ 676.07 ,11/28/2014,11/15/1991,20,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
30713903,Standard, $ 401.79 ,10/25/2010,10/1/1992,19,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),FALSE,N,N,N,N,N,N,N,N,Y,6-10,German
7994769,Premier, $ 378.13 ,7/19/2010,12/15/1991,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,
18301154,Standard, $ 547.90 ,7/22/2012,7/12/2000,29,FALSE,FALSE,FALSE,NOTICE,,FALSE,N,N,N,N,N,N,N,N,Y,51-100,
26530287,Premier, $ 317.58 ,6/20/2012,3/3/2012,7,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
19820258,Standard, $ 637.69 ,1/27/2009,4/21/2006,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,Y,N,N,N,N,N,N,N,Y,6-10,English
4985239,Standard," $ 2,788.67 ",11/19/2010,5/1/1992,5,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y, ,
29770238,Premier, $ 270.61 ,2/11/2011,11/10/2016,18,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
12781905,Premier," $ 2,667.17 ",9/19/2012,5/19/2004,4,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,Y,N,N,N,N, ,
2861390,Standard, $ 73.01 ,8/26/2016,11/19/2001,19,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
24919908,Premier, $ 286.02 ,2/1/2013,5/1/1992,23,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
18750935,Standard," $ 1,596.00 ",2/13/2015,3/1/1975,4,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,Y,N,N, ,
28381955,Premier," $ 2,936.09 ",1/14/2006,12/1/1991,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,Y,N,Y,101-500,English
25331166,Premier, $ 352.02 ,10/17/2011,11/15/1991,8,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
15584106,Premier, $ 946.93 ,5/23/2013,10/1/1992,38,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
7652778,Premier, $ 93.92 ,11/8/2016,5/1/1992,17,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,Portuguese
26603177,Premier," $ 3,978.22 ",11/2/2011,9/1/1990,1,TRUE,TRUE,TRUE,AUTO RENEW,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
24985014,Premier," $ 3,898.67 ",12/15/2009,12/1/1991,9,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,N, ,
23184100,Standard, $ 610.21 ,3/23/2013,12/1/1992,5,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N,51-100,
33638127,Standard, $ 788.93 ,11/23/2011,6/15/2015,19,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
5171951,Premier, $ 413.99 ,6/13/2012,7/15/1991,17,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,Y,N,N,N,N,N,N,N,Y,6-10,English
24320355,Premier," $ 2,206.05 ",8/19/2011,7/1/1992,4,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),FALSE,N,N,N,N,N,N,N,N,N, ,
4548473,Standard, $ 611.17 ,2/18/2010,10/1/1992,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,Y,Y,11-50,English
17185904,Premier, $ 189.26 ,12/26/2014,10/1/1992,17,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
26110595,Premier, $ 500.30 ,2/2/2013,10/1/1992,7,TRUE,FALSE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N,11-50,
25845922,Standard, $ 281.01 ,10/28/2010,2/15/1992,20,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
2809880,Standard, $ 314.81 ,10/4/2013,9/15/1992,7,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N,6-10,
3835975,Standard, $ 230.57 ,3/27/2012,4/13/2007,15,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
27459212,Standard, $ 136.87 ,11/11/2014,12/1/1992,10,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
